Subject_ID,Overall_Status,Sbref_Direction,IntendedFor,DWI_Parameters,File_Properties,Missing_Files,Extra_Files,DWI_Version,ASL_Version,M0scan_Status,Total_Missing_Files,Total_Extra_Files,DWI_Dimensions,DWI_TR,RevB0_Dimensions,RevB0_TR,ASL_Dimensions,ASL_TR,Missing_Files_Detail,Extra_Files_Detail,Property_Issues_Detail,DWI_Parameter_Issues
sub-0017,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0021,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0097,HAS ISSUES,INCORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0161,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0183,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0200,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0201,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0203,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0204,HAS ISSUES,CORRECT,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,UNKNOWN,v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0213,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0238,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0239,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,UNKNOWN,UNKNOWN,SEPARATE,30,0,N/A,N/A,N/A,N/A,128 x 128 x 40 x 10,5600.0 ms,"T1w_nii, T1w_json, FLAIR_nii, FLAIR_json, AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_AP_epi_nii, func_AP_epi_json, func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval",,,
sub-0248,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,UNKNOWN,UNKNOWN,SEPARATE,30,0,N/A,N/A,N/A,N/A,128 x 128 x 40 x 10,5600.0 ms,"T1w_nii, T1w_json, FLAIR_nii, FLAIR_json, AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_AP_epi_nii, func_AP_epi_json, func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval",,,
sub-0250,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0254,HAS ISSUES,INCORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0255,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,4,18,N/A,N/A,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"dwi_nii, dwi_json, dwi_bvec, dwi_bval","sub-0255_ses-01_dir-AP_run-02_dwi.bvec, sub-0255_ses-01_dir-AP_run-03_dwi.bval, sub-0255_ses-01_dir-AP_run-03_dwi.bvec, sub-0255_ses-01_dir-AP_run-01_dwi.bval, sub-0255_ses-01_dir-AP_run-03_dwi.nii.gz, sub-0255_ses-01_dir-AP_run-01_dwi.nii.gz, sub-0255_ses-01_dir-AP_run-02_dwi.nii.gz, sub-0255_ses-01_dir-AP_run-03_dwi.json, sub-0255_ses-01_dir-AP_run-01_dwi.bvec, sub-0255_ses-01_dir-AP_run-01_dwi.json, sub-0255_ses-01_dir-AP_run-02_dwi.json, sub-0255_ses-01_dir-AP_run-02_dwi.bval, sub-0255_ses-01_run-03_asl.json, sub-0255_ses-01_run-02_asl.nii.gz, sub-0255_ses-01_run-01_asl.json, sub-0255_ses-01_run-02_asl.json, sub-0255_ses-01_run-01_asl.nii.gz, sub-0255_ses-01_run-03_asl.nii.gz",,
sub-0261,HAS ISSUES,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,8,2,N/A,N/A,N/A,N/A,128 x 128 x 40 x 10,5600.0 ms,"func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval","sub-0261_ses-01_dir-PA_epi.json, sub-0261_ses-01_dir-PA_epi.nii.gz",,
sub-0263,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0285,Validation Outdated,,,,,,,,,,,,,,,,,,,,,
sub-0286,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0302,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0303,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0308,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0314,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0325,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0326,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0327,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,6,10,N/A,N/A,104 x 104 x 72,740.0 ms,N/A,N/A,"dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0327_ses-01_dir-PA_run-07_epi.json, sub-0327_ses-01_dir-PA_run-07_epi.nii.gz, sub-0327_ses-01_dir-PA_run-06_epi.nii.gz, sub-0327_ses-01_dir-PA_run-03_epi.nii.gz, sub-0327_ses-01_dir-PA_run-05_epi.nii.gz, sub-0327_ses-01_dir-PA_run-04_epi.json, sub-0327_ses-01_dir-PA_run-05_epi.json, sub-0327_ses-01_dir-PA_run-03_epi.json, sub-0327_ses-01_dir-PA_run-06_epi.json, sub-0327_ses-01_dir-PA_run-04_epi.nii.gz",,
sub-0328,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,6,14,N/A,N/A,104 x 104 x 72,740.0 ms,N/A,N/A,"dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0328_ses-01_dir-PA_run-04_epi.json, sub-0328_ses-01_dir-PA_run-05_epi.json, sub-0328_ses-01_dir-PA_run-06_epi.nii.gz, sub-0328_ses-01_dir-PA_run-06_epi.json, sub-0328_ses-01_dir-PA_run-03_epi.json, sub-0328_ses-01_dir-PA_run-04_epi.nii.gz, sub-0328_ses-01_dir-PA_run-07_epi.nii.gz, sub-0328_ses-01_dir-PA_run-03_epi.nii.gz, sub-0328_ses-01_dir-PA_run-07_epi.json, sub-0328_ses-01_dir-PA_run-05_epi.nii.gz, sub-0328_ses-01_run-02_asl.json, sub-0328_ses-01_run-01_asl.json, sub-0328_ses-01_run-01_asl.nii.gz, sub-0328_ses-01_run-02_asl.nii.gz",,
sub-0329,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,26,12,N/A,N/A,104 x 104 x 72,740.0 ms,N/A,N/A,"FLAIR_nii, FLAIR_json, AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_AP_epi_nii, func_AP_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0329_ses-01_dir-PA_run-05_epi.json, sub-0329_ses-01_dir-PA_run-03_epi.nii.gz, sub-0329_ses-01_dir-PA_run-06_epi.json, sub-0329_ses-01_dir-PA_run-05_epi.nii.gz, sub-0329_ses-01_dir-PA_run-06_epi.nii.gz, sub-0329_ses-01_dir-PA_run-04_epi.nii.gz, sub-0329_ses-01_dir-PA_run-03_epi.json, sub-0329_ses-01_dir-PA_run-04_epi.json, sub-0329_ses-01_run-01_asl.json, sub-0329_ses-01_run-02_asl.json, sub-0329_ses-01_run-01_asl.nii.gz, sub-0329_ses-01_run-02_asl.nii.gz",,
sub-0332,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,v1 (DEPRECATED),UNKNOWN,SEPARATE,2,4,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,N/A,N/A,"asl_nii, asl_json","sub-0332_ses-01_run-02_asl.nii.gz, sub-0332_ses-01_run-01_asl.json, sub-0332_ses-01_run-02_asl.json, sub-0332_ses-01_run-01_asl.nii.gz",,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0333,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,6,16,N/A,N/A,104 x 104 x 72,3600.0 ms,N/A,N/A,"dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0333_ses-01_dir-AP_run-01_dwi.nii.gz, sub-0333_ses-01_dir-AP_run-02_dwi.json, sub-0333_ses-01_dir-AP_run-01_dwi.bval, sub-0333_ses-01_dir-AP_run-03_dwi.json, sub-0333_ses-01_dir-AP_run-02_dwi.nii.gz, sub-0333_ses-01_dir-AP_run-03_dwi.nii.gz, sub-0333_ses-01_dir-AP_run-01_dwi.json, sub-0333_ses-01_dir-AP_run-03_dwi.bval, sub-0333_ses-01_dir-AP_run-02_dwi.bvec, sub-0333_ses-01_dir-AP_run-01_dwi.bvec, sub-0333_ses-01_dir-AP_run-02_dwi.bval, sub-0333_ses-01_dir-AP_run-03_dwi.bvec, sub-0333_ses-01_run-01_asl.nii.gz, sub-0333_ses-01_run-01_asl.json, sub-0333_ses-01_run-02_asl.nii.gz, sub-0333_ses-01_run-02_asl.json",,
sub-0339,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0340,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,4,18,N/A,N/A,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"dwi_nii, dwi_json, dwi_bvec, dwi_bval","sub-0340_ses-01_dir-AP_run-02_dwi.nii.gz, sub-0340_ses-01_dir-AP_run-02_dwi.bval, sub-0340_ses-01_dir-AP_run-01_dwi.nii.gz, sub-0340_ses-01_dir-AP_run-03_dwi.bval, sub-0340_ses-01_dir-AP_run-03_dwi.nii.gz, sub-0340_ses-01_dir-AP_run-01_dwi.bvec, sub-0340_ses-01_dir-AP_run-01_dwi.json, sub-0340_ses-01_dir-AP_run-02_dwi.bvec, sub-0340_ses-01_dir-AP_run-03_dwi.json, sub-0340_ses-01_dir-AP_run-02_dwi.json, sub-0340_ses-01_dir-AP_run-01_dwi.bval, sub-0340_ses-01_dir-AP_run-03_dwi.bvec, sub-0340_ses-01_run-02_asl.json, sub-0340_ses-01_run-01_asl.json, sub-0340_ses-01_run-01_asl.nii.gz, sub-0340_ses-01_run-03_asl.nii.gz, sub-0340_ses-01_run-03_asl.json, sub-0340_ses-01_run-02_asl.nii.gz",,
sub-0342,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,4,18,N/A,N/A,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"dwi_nii, dwi_json, dwi_bvec, dwi_bval","sub-0342_ses-01_dir-AP_run-01_dwi.bvec, sub-0342_ses-01_dir-AP_run-02_dwi.bval, sub-0342_ses-01_dir-AP_run-01_dwi.bval, sub-0342_ses-01_dir-AP_run-01_dwi.nii.gz, sub-0342_ses-01_dir-AP_run-01_dwi.json, sub-0342_ses-01_dir-AP_run-02_dwi.bvec, sub-0342_ses-01_dir-AP_run-03_dwi.bvec, sub-0342_ses-01_dir-AP_run-02_dwi.nii.gz, sub-0342_ses-01_dir-AP_run-03_dwi.json, sub-0342_ses-01_dir-AP_run-03_dwi.nii.gz, sub-0342_ses-01_dir-AP_run-03_dwi.bval, sub-0342_ses-01_dir-AP_run-02_dwi.json, sub-0342_ses-01_run-02_asl.nii.gz, sub-0342_ses-01_run-03_asl.nii.gz, sub-0342_ses-01_run-02_asl.json, sub-0342_ses-01_run-01_asl.nii.gz, sub-0342_ses-01_run-03_asl.json, sub-0342_ses-01_run-01_asl.json",,
sub-0343,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,v1 (DEPRECATED),UNKNOWN,SEPARATE,0,6,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,,"sub-0343_ses-01_run-02_asl.json, sub-0343_ses-01_run-01_asl.nii.gz, sub-0343_ses-01_run-03_asl.json, sub-0343_ses-01_run-03_asl.nii.gz, sub-0343_ses-01_run-01_asl.json, sub-0343_ses-01_run-02_asl.nii.gz",,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0344,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,4,18,N/A,N/A,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"dwi_nii, dwi_json, dwi_bvec, dwi_bval","sub-0344_ses-01_dir-AP_run-02_dwi.bval, sub-0344_ses-01_dir-AP_run-02_dwi.nii.gz, sub-0344_ses-01_dir-AP_run-01_dwi.bval, sub-0344_ses-01_dir-AP_run-02_dwi.bvec, sub-0344_ses-01_dir-AP_run-01_dwi.bvec, sub-0344_ses-01_dir-AP_run-03_dwi.bval, sub-0344_ses-01_dir-AP_run-03_dwi.nii.gz, sub-0344_ses-01_dir-AP_run-02_dwi.json, sub-0344_ses-01_dir-AP_run-03_dwi.bvec, sub-0344_ses-01_dir-AP_run-01_dwi.json, sub-0344_ses-01_dir-AP_run-01_dwi.nii.gz, sub-0344_ses-01_dir-AP_run-03_dwi.json, sub-0344_ses-01_run-01_asl.nii.gz, sub-0344_ses-01_run-01_asl.json, sub-0344_ses-01_run-02_asl.json, sub-0344_ses-01_run-03_asl.json, sub-0344_ses-01_run-02_asl.nii.gz, sub-0344_ses-01_run-03_asl.nii.gz",,
sub-0345,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,v1 (DEPRECATED),UNKNOWN,SEPARATE,16,6,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json","sub-0345_ses-01_run-01_asl.json, sub-0345_ses-01_run-01_asl.nii.gz, sub-0345_ses-01_run-03_asl.json, sub-0345_ses-01_run-02_asl.nii.gz, sub-0345_ses-01_run-02_asl.json, sub-0345_ses-01_run-03_asl.nii.gz",,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0348,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,UNKNOWN,UNKNOWN,SEPARATE,30,0,N/A,N/A,N/A,N/A,128 x 128 x 40 x 10,5600.0 ms,"T1w_nii, T1w_json, FLAIR_nii, FLAIR_json, AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_AP_epi_nii, func_AP_epi_json, func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval",,,
sub-0354,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0357,HAS ISSUES,CORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,v1 (DEPRECATED),UNKNOWN,SEPARATE,2,4,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 40 x 10,5600.0 ms,"func_AP_epi_nii, func_AP_epi_json","sub-0357_ses-01_dir-AP_run-01_epi.nii.gz, sub-0357_ses-01_dir-AP_run-01_epi.json, sub-0357_ses-01_dir-AP_run-02_epi.nii.gz, sub-0357_ses-01_dir-AP_run-02_epi.json",,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0358,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0359,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0360,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0361,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0363,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0365,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
