Subject_ID,Overall_Status,Sbref_Direction,IntendedFor,DWI_Parameters,File_Properties,Missing_Files,Extra_Files,DWI_Version,ASL_Version,M0scan_Status,Total_Missing_Files,Total_Extra_Files,DWI_Dimensions,DWI_TR,RevB0_Dimensions,RevB0_TR,ASL_Dimensions,ASL_TR,Missing_Files_Detail,Extra_Files_Detail,Property_Issues_Detail,DWI_Parameter_Issues
sub-0484,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0485,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0486,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0487,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0488,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0489,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,2,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"T1w_nii, T1w_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0490,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0492,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0493,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0494,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0496,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0497,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0498,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0499,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0500,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,8,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0501,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0502,HAS ISSUES,CORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,10,2,N/A,N/A,N/A,N/A,N/A,N/A,"func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0502_ses-01_dir-PA_epi.json, sub-0502_ses-01_dir-PA_epi.nii.gz",,
sub-0503,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0504,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),UNKNOWN,SEPARATE,2,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,N/A,N/A,"asl_nii, asl_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0505,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0506,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0507,HAS ISSUES,CORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,10,2,N/A,N/A,N/A,N/A,N/A,N/A,"func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0507_ses-01_dir-PA_epi.nii.gz, sub-0507_ses-01_dir-PA_epi.json",,
sub-0508,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0509,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0510,HAS ISSUES,CORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,10,2,N/A,N/A,N/A,N/A,N/A,N/A,"func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0510_ses-01_dir-PA_epi.json, sub-0510_ses-01_dir-PA_epi.nii.gz",,
sub-0511,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0514,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0515,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0516,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0517,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0519,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,4,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"PA_run-02_bold_nii, PA_run-02_bold_json, PA_run-02_sbref_nii, PA_run-02_sbref_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0520,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0521,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0522,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0523,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0524,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,2,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"T1w_nii, T1w_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0525,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0526,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0527,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0528,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,28,2,N/A,N/A,N/A,N/A,N/A,N/A,"FLAIR_nii, FLAIR_json, AP_run-01_bold_nii, AP_run-01_bold_json, AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-01_bold_nii, PA_run-01_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-01_sbref_nii, AP_run-01_sbref_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-01_sbref_nii, PA_run-01_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0528_ses-01_dir-PA_epi.nii.gz, sub-0528_ses-01_dir-PA_epi.json",,
sub-0529,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0530,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0532,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0533,HAS ISSUES,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,CORRECT,UNKNOWN,UNKNOWN,SEPARATE,2,0,104 x 104 x 72 x 49,3200.0 ms,104 x 104 x 72,3600.0 ms,N/A,N/A,"asl_nii, asl_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0534,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0536,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0537,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0538,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0539,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0540,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0541,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0542,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0543,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0544,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0546,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0547,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0548,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
